Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,URL,Votes
1207,Chole Capsicum Masala Recipe,"1 cup Kabuli Chana (White Chickpeas) - soaked and cooked until soft,Green Bell Pepper (Capsicum) - diced,2 Onions - finely chopped,2 teaspoons Ginger Garlic Paste,2 teaspoons Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 cup Cashew nuts,1 cup Homemade tomato puree,Sunflower Oil - for cooking,Salt - to taste",30,40,70,4,North Indian Recipes,Dinner,Vegetarian,http://www.archanaskitchen.com/chole-capsicum-masala-recipe,0
1208,Chocolate Ganache Tart Recipe,"1 All Purpose Pie Crust,200 ml Heavy whipping cream - (Amul Cream),340 grams Dark chocolate - (bournville rich cocoa from india works fantastic),1 teaspoon Rock Salt,4 Fresh Cherries - (or fruits or whipped cream of your choice)",60,60,120,4,Continental,Dessert,Vegetarian,https://www.archanaskitchen.com/chocolate-ganache-tart-recipe,0
1209,Konkani Style Mooga Ghushi Recipe-Sprouted Whole Green Gram In Tangy Coconut Gravy,"1/2 cup Green Moong Dal (Whole),1/2 cup Fresh coconut - grated,2 Dry Red Chilli - lightly roasted,1/4 teaspoon Tamarind Paste - or 1 small gooseberry sized tamarind (remove seeds and fibre if any),2 teaspoons Coconut Oil,1 teaspoon Mustard seeds,1 sprig Curry leaves,Salt - to taste",10,20,30,2,Konkan,Lunch,Vegetarian,http://www.archanaskitchen.com/mooga-ghushi-recipe-sprouted-whole-green-gram-in-tangy-coconut-gravy,0
1210,Thai Flavoured Vegetable Noodles In Coconut Curry Recipe,"1 cup Egg noodles - (250 grams packet),1/4 cup Broccoli - cut into small florets,2 Carrots (Gajjar) - sliced,1/4 cup Purple cabbage - shredded,1/2 cup Button mushrooms - sliced,4 tablespoons Green peas (Matar),3 cloves Garlic - chopped,2 Fresh Red chillies - sliced diagonally,Salt - to taste,2 tablespoons Sunflower Oil,1 cup Coconut milk,2 tablespoons Raw Peanuts (Moongphali) - (roasted and skin removed),4 cloves Garlic,1 teaspoon Lemon juice,3 to 4 tablespoons Thai Red Curry Paste",10,20,30,4,Thai,Main Course,Vegetarian,http://www.archanaskitchen.com/thai-flavoured-vegetable-noodles-in-coconut-curry-recipe,0
1211,Mambazha Pulissery Recipe - Mango Mor Kuzhambu Recipe,"1 Mango (Ripe) - peel & slice,3 Green Chillies - slit,1/4 cup Fresh coconut - grated,1 teaspoon Cumin seeds (Jeera),1 tablespoon Jaggery,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Curd (Dahi / Yogurt),1 tablespoons Coconut Oil,2 to 3 Dry Red Chilli,1 sprig Curry leaves,1/2 teaspoon Mustard seeds,Salt - to taste",15,45,60,3,Kerala Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/mambazha-pulissery-recipe-mango-yogurt-curry,0
1212,Mangalorean Style Sonay Sukka Recipe - Dry Chickpea Stir Fry,"1 cup Kabuli Chana (White Chickpeas) - soaked in water overnight and boile,1 teaspoon Mustard seeds,1 sprig Curry leaves,4 Cloves (Laung) - finely chopped,1 Onion - chopped,1/4 cup Fresh coconut - grated,1/4 cup Tamarind Water,Sunflower Oil - for cooking,Salt - to taste,3 Byadagi Dried Chillies,1 tablespoon Coriander (Dhania) Seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Whole Black Peppercorns,1 teaspoon Turmeric powder (Haldi)",10,45,55,4,Mangalorean,Lunch,Vegetarian,https://www.archanaskitchen.com/mangalorean-style-sonay-sukhe-sukka-recipe-dry-chickpea-stir-fry-recipe,0
1213,Masala Mixed Sprouts Sandwich Recipe,"8 Whole Wheat Brown Bread - sides cut,1/4 cup Green Moong Sprouts,1/4 cup Masoor Dal (Whole) - sprouted,1/4 cup Rajma (Large Kidney Beans) - sprouted,1/4 cup Kala Chana (Brown Chickpeas) - sprouted,1 Onion - finely chopped,1 Onion - finely sliced,1 Tomato - finely chopped,4 cloves Garlic - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Chaat Masala Powder,1/2 teaspoon Turmeric powder (Haldi),2 tablespoon Coriander (Dhania) Leaves - chopped,2 tablespoon Sunflower Oil,Salt - to taste",10,30,40,4,Indian,Lunch,High Protein Vegetarian,https://www.archanaskitchen.com/masala-mixed-sprouts-sandwich-recipe,0
1214,Sindhi Kuneh Ja Bhee Recipe (Lotus Stem Chaat),"200 grams Lotus Stem,1 teaspoon Red Chilli powder,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Chaat Masala Powder,1 teaspoon Black pepper powder,1/4 teaspoon Amchur (Dry Mango Powder),Salt - to taste,3 tablespoon Onions - finely chopped,Coriander (Dhania) Leaves - a few,1 tablespoon Green Chutney (Coriander & Mint),1/2 teaspoon Sweet Chutney (Date & Tamarind)",10,55,65,2,Sindhi,Snack,Vegetarian,https://www.archanaskitchen.com/sindhi-kuneh-ja-bhee-recipe-lotus-stem-chaat,0
1216,Eggless Whole wheat And Orange Almond Cake Recipe,"1-1/2 cups Whole Wheat Flour,1/2 cup Almond Meal (Badam Powder),1/2 cup Condensed Milk,1/2 cup Fresh orange juice - fresh or canned,50 grams Butter - cold,2/3 cup Sunflower Oil,1 teaspoon Baking soda,1 tablespoon Baking powder,pinch Salt,1/2 teaspoon Cinnamon Powder (Dalchini),1/2 tablespoon Vanilla Extract,1/2 cup Buttermilk,1 cup Badam (Almond) - sliced or blanched,1/4 cup Pistachios,1/4 cup Walnuts - diced",0,45,45,6,Continental,Dessert,Vegetarian,http://www.archanaskitchen.com/eggless-wholewheat-and-orange-almond-cake-recipe,0
1217,"Beetroot, Sweet Potato And Oatmeal Cutlet Recipe","2 Beetroots - grated,2 Sweet Potatoes - boiled,1/2 cup Instant Oats (Oatmeal) - roasted,Sweet corn - a handful,2 Green Chillies - finely chopped,1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1 teaspoon Cumin powder (Jeera),1/2 teaspoon Black Salt (Kala Namak),3 tablespoons Coriander (Dhania) Leaves - finely chopped,1 inch Ginger - grated,1/2 cup Whole Wheat Bread crumbs - made fresh,2 tablespoons Sunflower Oil,Salt - to taste",15,20,35,4,Indian,Appetizer,Vegetarian,http://www.archanaskitchen.com/beetroot-sweet-potato-and-oatmeal-cutlet-recipe,0
1218,Punjabi Lobia Masala Recipe (Punjabi Style Black Eyed Beans Curry),"1 cup Black Eyed Beans (Lobia),2 Onions - finely chopped,2 Tomatoes,1 Green Chilli - slit,1/2 tablespoon Ginger - made into paste,1/2 tablespoon Garlic - made into paste,1 teaspoon Cumin seeds (Jeera),1 inch Cinnamon Stick (Dalchini),1 Bay leaves (tej patta),3 Cloves (Laung),1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),2 teaspoons Cumin powder (Jeera),2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,1 tablespoon Kasuri Methi (Dried Fenugreek Leaves),1 inch Ginger - cut into juliennes for garnish,1 tablespoon Ghee,Salt - to taste",10,30,40,4,Indian,Dinner,Vegetarian,https://www.archanaskitchen.com/punjabi-lobia-masala-recipe-punjabi-style-black-eyed-peas-curry,0
1219,Delmonte Beetballs Pasta Recipe,"1 cup Masoor Dal (Whole),150 grams Beetroot,1 Onion,2 cloves Garlic,1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Coriander Powder (Dhania),1 teaspoon Salt,1/2 cup Whole Wheat Bread crumbs,Sunflower Oil - for deep frying,100 grams Del Monte Spaghetti Pasta,1 tablespoon Extra Virgin Olive Oil - + 1 teaspoon extra,4 cloves Garlic - chopped,1 tablespoon Dried oregano,1 tablespoon Parsley leaves,1-1/2 teaspoon Red Chilli flakes,4 Basil leaves,4 tablespoon Parmesan cheese - grated",15,45,60,4,Italian Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/delmonte-beetballs-pasta-recipe,0
1220,Chicken Teriyaki Rice Bowl Recipe,"200 grams Chicken breasts - cut into bite sized pieces,1/4 cup Sprig Ginger Teriyaki Sauce,1/2 cup Fresh orange juice,1 teaspoon Corn flour,4 cloves Garlic - chopped,1/4 cup Spring Onion Greens - chopped,1 cup Broccoli,1 cup Cooked rice,5 cloves Garlic - chopped,1/2 cup Spring Onion Greens - chopped,1 teaspoon Black pepper powder,Salt - to taste,Sunflower Oil",60,30,90,2,Japanese,Lunch,High Protein Non Vegetarian,http://www.archanaskitchen.com/chicken-teriyaki-rice-bowl-recipe,0
1221,Strawberry Smoothie Bowl with chia seeds and Muesli Recipe,"2 tablespoons Instant Oats (Oatmeal),2 Prunes - finely chopped,1 tablespoon Badam (Almond) - finely chopped,1 teaspoon Honey,1 cup Curd (Dahi / Yogurt) - low fat,Water - for cooking,2 tablespoons Muesli - Saffola Nutty Crunch,2 tablespoons Strawberries - chopped,1 tablespoon Chia Seeds",10,15,25,1,Continental,World Breakfast,Vegetarian,https://www.archanaskitchen.com/strawberry-smoothie-bowl-with-chia-seeds-and-muesli-recipe,0
1222,Oven Roasted Peaches And Cream Recipe,"6 Peaches - ripe,1 tablespoon Butter - softened,1 tablespoon Sugar,1 pinch Cinnamon Powder (Dalchini),Walnuts - roasted,Mint Leaves (Pudina) - for garnish,200 ml Heavy whipping cream,3 tablespoons Icing Sugar,1 teaspoon Vanilla Extract",20,30,50,4,Continental,Dessert,Vegetarian,http://www.archanaskitchen.com/oven-roasted-peaches-and-cream-recipe,0
1224,Karnataka Style Sorakkai Palya Recipe - Karnataka Style Bottle Gourd Sabzi,"1 Bottle gourd (lauki) - peeled and chopped,1 Tomato - chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 tablespoon Sambar Powder,1 sprig Curry leaves,Salt - to taste,Sunflower Oil - for cooking",10,30,40,3,Karnataka,Lunch,Vegetarian,http://www.archanaskitchen.com/karnataka-style-sorakkai-palya-recipe-pressure-cooked-bottle-gourd-recipe,0
1225,Andhra Style Multi Lentil Garelu (Vada Recipe),"1/2 cup Chana dal (Bengal Gram Dal),1/2 cup Yellow Moong Dal (Split),1/2 cup White Urad Dal (Split),1/2 cup Rice flour,3/4 cup Whole Wheat Flour,8 to 9 Green Chillies,5 to 6 sprig Coriander (Dhania) Leaves,2 sprig Curry leaves,2 inch Ginger,Water - as required,Salt - to taste,Sunflower Oil - for deep frying",300,30,330,10,Andhra,South Indian Breakfast,Vegetarian,http://www.archanaskitchen.com/andhra-style-multi-lentil-garelu-vada-recipe,0
1226,Grilled Vegetable and Oat Salad Recipe with Feta Cheese,"200 grams Iceberg lettuce - torn,250 grams Button mushrooms - washed with stems removed,2 Carrots (Gajjar) - carrots,80 grams Rolled Oats Or Instant Oats,1/2 teaspoon Lemon juice,1 teaspoon Mustard sauce,1/2 teaspoon Sunflower Oil,2 tablespoons Feta Cheese - crumbles,4 sprig Parsley leaves - chopped for garnish,Salt - to taste,Black pepper powder - to taste",10,30,40,3,Italian Recipes,Side Dish,Vegetarian,http://www.archanaskitchen.com/grilled-vegetable-and-oat-salad-recipe-with-feta-cheese,0
1227,Sweet Potato & Peas Cutlet Recipe,"3 Sweet Potato - boiled or roasted and mashed,1/2 cup Green peas (Matar) - boiled and mashed,1 tablespoon Ginger Garlic Paste,2 Green Chillies - finely chopped,Coriander (Dhania) Leaves - few,1 tablespoon Chaat Masala Powder,1 tablespoon Red Chilli powder,Salt - to taste,1/2 tablespoon Amchur (Dry Mango Powder),1 tablespoon Cumin powder (Jeera),1 tablespoon Lemon juice,1/4 tablespoon Garam masala powder,2 tablespoon Corn flour,1/4 cup Water,1 cup Whole Wheat Bread crumbs,Sunflower Oil - to shallow fry",30,25,55,4,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/sweet-potato-peas-cutlet-recipe,0
1229,Instant Khaman Dhokla Recipe,"2 Green Chillies - chopped,1 inch Ginger - chopped,1/4 cup Water,1-1/2 cups Gram flour (besan),1/2 cup Water - or more if required,1 teaspoon Salt - to taste,1/4 teaspoon Cooking soda,1 teaspoon Enos fruit salt,1 teaspoon Sugar,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Sunflower Oil,1 tablespoon Lemon juice,1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin (Jeera) seeds,4 Green Chillies - slit,2 sprig Curry leaves,2 tablespoons Sugar,1/4 teaspoon Salt,1/2 cup Water,2 tablespoons Lemon juice,1/4 cup Fresh coconut - grated,6 sprig Coriander (Dhania) Leaves - finely chopped",10,20,30,4,Gujarati Recipes?,Snack,Vegetarian,http://www.archanaskitchen.com/instant-sandwich-khaman-dhokla-recipe,0
1230,Amritsari Fish Gravy Recipe,"300 gram Fish - cutlets,1/4 teaspoon Ajwain (Carom seeds),1 tablespoon Gram flour (besan),1 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Ginger Garlic Paste,1 teaspoon Lemon juice,Salt - to taste,2 teaspoon Sunflower Oil,1/4 cup Curd (Dahi / Yogurt) - beaten,1/3 cup Water,1/2 teaspoon Ajwain (Carom seeds),2 Cinnamon Stick (Dalchini),2 Green Chillies,1 Fresh Red chillies,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Cashew nuts,1 tablespoon Homemade tomato puree,1 Onion - chopped,Coriander (Dhania) Leaves - chopped,2 teaspoon Ghee,Salt - to taste",20,25,45,2,North Indian Recipes,Dinner,Non Vegeterian,https://www.archanaskitchen.com/amritsari-fish-gravy-recipe,0
1231, Kachumber Salad Recipe,"3 cucumber - peel and chop, 1 onion - finely chopped, 1 green chili - finely chopped, 2 tomatoes - chopped, 1 carrot - peeled and chopped, salt - as per taste, 1/4 cup pomegranate, black pepper powder - According to taste, 1 teaspoon cumin powder - roast, 1-1 / 2 teaspoon lemon juice, coriander leaves - little, mint - little",10,5,15,4,Indian,Side Dish,Diabetic Friendly,https://www.archanaskitchen.com/kachumber-salad-recipe-with-cucumber-onion-tomatoes-in-hindi,0
1233,Homemade Nachos Recipe,"1 cup Corn flour,1/4 cup Whole Wheat Flour,Sunflower Oil - as required,Water - to knead the flour,Salt - Salt as required,Barbeque masala - to garnish",10,25,35,3,Mexican,Snack,Vegetarian,https://www.archanaskitchen.com/homemade-nachos-recipe,0
1234, Moong Dal Palak Cheela (Recipe In Hindi),"250 grams yellow moong dal, 1/2 cup curd - whisk, 50 grams spinach - finely chopped, 1 onion - finely chopped, coriander - little, 2 green chillies - finely chopped, 1 inch ginger - grated, 3/4 teaspoon cumin seeds, 1/2 teaspoon turmeric powder, 3/4 teaspoon red chili powder, 2 teaspoons lemon juice, salt - as per taste, oil - as per use",20,30,50,4,Indian,North Indian Breakfast,High Protein Vegetarian,http://www.archanaskitchen.com/moong-dal-palak-cheela-recipe-yellow-lentil-and-spinach-crepes-in-hindi,0
1235,Dhaba Style Egg Curry Recipe in Electric Pressure Cooker,"4 Whole Eggs - hard boiled,1 tablespoon Ghee,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1/4 teaspoon Asafoetida (hing),3 Cloves (Laung),1 Bay leaf (tej patta),1 Black cardamom (Badi Elaichi),2 Cardamom (Elaichi) Pods/Seeds,4 Dry Red Chillies,1 inch Ginger - finely chopped,4 cloves Garlic - finely chopped,1 Onion - finely chopped,1 cup Homemade tomato puree,2 tablespoons Curd (Dahi / Yogurt),1 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),Salt - as needed,Water - as needed,Coriander (Dhania) Leaves - few sprigs",30,60,90,4,North Indian Recipes,Dinner,Eggetarian,https://www.archanaskitchen.com/dhaba-style-egg-curry-recipe,0
1237,Rumali Roti Recipe,"1 cup All Purpose Flour (Maida),1/4 cup Curd (Dahi / Yogurt),1 tablespoon Sunflower Oil,Salt - to taste,Lukewarm Water - to knead",10,25,35,4,Punjabi,Side Dish,Vegetarian,https://www.archanaskitchen.com/rumali-roti-recipe,0
1238,Sabudana Sandige Recipe - Sabudana Vadam Recipe,"1 cup Sabudana (Tapioca Pearls),Water - for cooking,5 Green Chillies,1 teaspoon Cumin seeds (Jeera),1 teaspoon Sesame seeds (Til seeds),Salt - to taste",120,40,160,10,South Karnataka,Snack,Vegetarian,http://www.archanaskitchen.com/sabudana-sandige-fryums-recipe,0
1239,Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),"2 cups Buttermilk,1 cup Bhindi (Lady Finger/Okra) - chopped,1 cup Raw Banana,1/4 teaspoon Turmeric powder (Haldi),1 tablespoon Broken Raw Rice,1 tablespoon Arhar dal (Split Toor Dal),2 tablespoons Coriander (Dhania) Seeds,1/2 inch Ginger - grated,2 Green Chillies - slit,1/4 cup Fresh coconut,1 tablespoon Mustard seeds,2 Dry Red Chillies - broken,1/2 teaspoon Asafoetida (hing),1 sprig Curry leaves,2 teaspoons Sunflower Oil",10,20,30,4,Tamil Nadu,Side Dish,Vegetarian,https://www.archanaskitchen.com/vendakkai-vazhakkai-mor-kuzhambu-recipe-tamil-nadu-style-lady-s-finger-raw-banana-curry,0
1240,Pepper Mushroom Stir Fry Recipe,"400 grams Button mushrooms - quartered,2 Green Chillies - finely chopped,1 Red Yellow or Green Bell Pepper (Capsicum),1 inch Ginger - grated,1/2 teaspoon Black pepper powder,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Garam masala powder,Salt - to taste,1 tablespoon Whole Black Peppercorns - coarsely pounded,Coriander (Dhania) Leaves - a small bunch finely chopped,Sunflower Oil - for cooking",15,20,35,4,South Indian Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/pepper-mushroom-stir-fry-recipe,0
1241,Garlic Crust Vegetable Pizza Recipe,"500 grams All Purpose Flour (Maida),5 grams Active dry yeast,1-1/2 cup Lukewarm Water,1 tablespoon Sugar,8 cloves Garlic - finely chopped,4 tablespoons Extra Virgin Olive Oil,2 tablespoons Butter,1 teaspoon Salt,1/2 tablespoon Dried oregano,1/2 tablespoon Red Chilli flakes,2 tablespoons Homemade Pizza And Pasta Sauce,200 grams Mozzarella cheese - grated,1/2 cup Onions - sliced,1/2 cup Red Yellow and Green Bell Peppers (Capsicum),1/4 cup Baby corn,1/4 cup Black olives,1/2 cup Button mushrooms,Dried oregano - as required,Red Chilli flakes - as required",10,420,430,3,Italian Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/garlic-crust-veggie-pizza-recipe,0
1242,Kashmiri Phool Rogan Josh Recipe - Cauliflower in Red Curry,"1 cup Cauliflower (gobi) - florets,1-1/2 cup Hung Curd (Greek Yogurt),1/2 teaspoon Fennel seeds (Saunf),1/2 teaspoon Cardamom (Elaichi) Pods/Seeds,1/2 teaspoon Black cardamom (Badi Elaichi),1/2 teaspoon Cloves (Laung),1/2 teaspoon Whole Black Peppercorns,2 teaspoons Kashmiri Red Chilli Powder,2 inch Cinnamon Stick (Dalchini),Salt - to taste,1/4 cup Mustard oil,3 Cloves (Laung),3 Cardamom (Elaichi) Pods/Seeds,3 Black cardamom (Badi Elaichi),1 inch Cinnamon Stick (Dalchini),12 Whole Black Peppercorns,1 teaspoon Fennel seeds (Saunf),1/2 teaspoon Asafoetida (hing),1/2 teaspoon Dry ginger powder,1/2 teaspoon Red Chilli powder,Salt - to taste,Ratan jot (alkanet) - infused in oil",20,60,80,3,Kashmiri,Dinner,Vegetarian,https://www.archanaskitchen.com/kashmiri-phool-rogan-josh-recipe,0
1243,Arugula Watermelon and Feta Salad Recipe,"2 cups Arugula leaves,2 cups Watermelon - deseeded and cut into cubes,3 tablespoons Feta Cheese,1 tablespoon Extra Virgin Olive Oil,2 teaspoons Red Wine Vinaigrette,1 teaspoon Honey,Salt - to taste,1/2 teaspoon Black pepper powder,1/4 teaspoon Tabasco Original - Hot Sauce",15,0,15,4,Continental,Appetizer,Vegetarian,https://www.archanaskitchen.com/arugula-watermelon-and-feta-salad-recipe,0
1245,Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette Recipe,"1 cup Green zucchini - sliced,1 cup Carrot (Gajjar) - cut into 1/2 inch thin sticks,1 cup Red Bell pepper (Capsicum) - cut into 1/2 inch sticks,1/4 cup Walnuts - roughly chopped,1 tablespoon Extra Virgin Olive Oil,1 teaspoon Red Wine Vinaigrette,1 teaspoon Extra Virgin Olive Oil,1/2 teaspoon Black pepper powder,Salt - to taste",10,15,25,4,Continental,Side Dish,Vegetarian,http://www.archanaskitchen.com/roasted-walnut-zucchini-carrot-salad-in-red-wine-vinaigrette-recipe,0
1246,Tamil Nadu Style Chicken Salna Recipe,"500 grams Chicken - boneless or with bone,2 Onion - chopped,2 Tomatoes - chopped,1 inch Ginger - chopped,4 cloves Garlic - chopped,1 sprig Curry leaves,1 tablespoon Garam masala powder,2 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil,2 teaspoon Fennel seeds (Saunf),1 teaspoon Whole Black Peppercorns,1 inch Cinnamon Stick (Dalchini),4 Cloves (Laung),1 Star anise,1/4 cup Fresh coconut",10,45,55,4,Tamil Nadu,Lunch,Non Vegeterian,http://www.archanaskitchen.com/tamil-nadu-style-chicken-salna-recipe,0
1247,Bengali Style Labra Recipe - Mix Vegetable Sabzi,"1 cup Potatoes (Aloo) - peeled and cut into cubes,1 cup Kaddu (Parangikai/ Pumpkin) - peeled and diced,1 cup Carrot (Gajjar) - peeled and diced,1 cup Cauliflower (gobi) - cut into florets,1 cup Brinjal (Baingan / Eggplant) - cut into pieces,2 Drumstick - scraped and cut into 2 inch pieces,1/2 cup Green peas (Matar),1 teaspoon Turmeric powder (Haldi),1/2 cup Fresh coconut - thinly sliced,Salt - to taste,1/2 teaspoon Sugar,4 tablespoons Mustard oil - adjustable,1 teaspoon Panch Phoran Masala,2 Bay leaf (tej patta),2 tablespoon Coriander (Dhania) Leaves - for garnish (chopped)",15,25,40,4,Bengali Recipes,Dinner,Vegetarian,https://www.archanaskitchen.com/labra-recipe-bengali-mix-vegetable-sabzi,0
